Date (UTC),User ID,Username,User,IP address,Status,Sign-in error code,Failure reason,Client app,User agent,Authentication Protocol,Authentication requirement,Multifactor authentication result,Multifactor authentication auth method,Multifactor authentication auth detail,Application,Resource,Location,Autonomous system  number,Conditional Access,Unique token identifier,Request ID,Correlation ID,Session ID
3/17/2026 23:21,2339499f-9c12-4601-899d-93717ec42e77,emma.lawson,emma.lawson@spacecoastcybertech.com,24.165.168.1,Success,,,Mobile Apps and Desktop clients,Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) Mobile/15E148,OAuth2,multifactorAuthentication,satisfied,SMS,,Microsoft Teams,Microsoft Teams,"Cocoa, Florida, US",AS7922,success,f1e91f61-7e43-4119-9171-174164c4de05,f3ce55c8-f7b4-4a84-91e9-f89ae22da66d,3f486415-57a4-4f2f-b5fb-8bae6435df37,17766cde-d609-4f0f-bc9f-d436979a2888
3/17/2026 23:22,ad7d6953-44f8-4147-b253-a0ea3ca905a8,lily.henderson,lily.henderson@spacecoastcybertech.com,24.165.84.50,Success,,,Mobile Apps and Desktop clients,Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) Mobile/15E148,OAuth2,multifactorAuthentication,satisfied,SMS,,Office 365,Office 365,"Titusville, Florida, US",AS11427,success,8161afd3-16c1-46ce-b12f-462f20c40218,b9268bbb-7a70-4507-86e4-5664eb2dbe18,2ec47253-8e4c-4d0f-9ed1-d642d557560a,1dc21f83-263e-4cef-8fe6-bb61ade0b13f
3/17/2026 23:22,68b0f068-7eac-4da3-8ebe-aaa50c982cc6,scarlett.jenkins,scarlett.jenkins@spacecoastcybertech.com,24.165.206.176,Success,,,Mobile Apps and Desktop clients,Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) Mobile/15E148,OAuth2,multifactorAuthentication,satisfied,SMS,,Exchange Online,Exchange Online,"Titusville, Florida, US",AS11427,success,62412c0d-210c-4b00-928c-6a07204f8346,d89e9aa2-0c43-49de-8dc6-0305e91916f5,9a31594c-e7aa-4324-b579-8e650b429864,9ca3257a-1326-4a6b-906e-983b62cfa585
3/17/2026 23:23,7a122d8e-c2e5-4274-928d-e8bd13d27a78,sophia.reed,sophia.reed@spacecoastcybertech.com,24.165.17.119,Success,,,Mobile Apps and Desktop clients,Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) Mobile/15E148,OAuth2,multifactorAuthentication,satisfied,SMS,,Office 365,Office 365,"Orlando, Florida, US",AS701,success,9ae37957-00e2-4057-be23-03cbdf444735,b0011e9e-2236-4bdc-b129-1e745104d2d5,34ba2e29-0112-4ebc-b010-71c52b8e14a3,18568879-9941-42b4-b3ed-fcf68dfd1b25
3/17/2026 23:25,0b0e87a7-8b30-4962-8924-31934d6f74e4,henry.peterson,henry.peterson@spacecoastcybertech.com,24.165.167.85,Success,,,Mobile Apps and Desktop clients,Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) Mobile/15E148,OAuth2,multifactorAuthentication,satisfied,SMS,,Office 365,Office 365,"Orlando, Florida, US",AS701,success,e297fff2-239e-46ea-8208-2802a616adfa,882aa03c-e3f2-4bf7-bd33-61502991c9cc,03fca1e3-d892-45dc-b3da-050f7d8c1a41,7f6752d8-c1fd-409e-9bdf-2fc4e531d8f3
3/17/2026 23:26,7dd2a2bd-d3ff-4a74-ae2b-8ec8f2398515,ella.powell,ella.powell@spacecoastcybertech.com,24.165.244.124,Success,,,Browser,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/123.0,OAuth2,multifactorAuthentication,satisfied,Microsoft Authenticator App,,Office 365,Office 365,"Jacksonville, Florida, US",AS7018,success,704e1334-8f1f-4882-950c-196cb1817243,4767d02f-1227-4123-925e-0f45eec32904,2120ebf5-2d92-4473-ba23-ccc983dee351,491c4f10-244f-4760-963f-dbc6a2d45a17
3/17/2026 23:26,0b0e87a7-8b30-4962-8924-31934d6f74e4,henry.peterson,henry.peterson@spacecoastcybertech.com,24.165.194.35,Failure,50053,Invalid username or password,Mobile Apps and Desktop clients,Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) Mobile/15E148,OAuth2,multifactorAuthentication,notApplied,,,Office 365,Office 365,"Orlando, Florida, US",AS701,notApplied,d2bca537-9eb3-4c59-b51f-4371232f71f1,59e8c1b2-c606-4fe4-9373-6ff8b3c588b5,80787ac3-7941-4e8e-9fc7-6f167300f61f,5f788d4f-34df-4692-b2d5-f9790a33de5c
3/17/2026 23:26,8e6cf717-c8ee-49e9-a830-3a37f8574286,charlotte.ward,charlotte.ward@spacecoastcybertech.com,24.165.94.12,Success,,,Mobile Apps and Desktop clients,Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) Mobile/15E148,OAuth2,multifactorAuthentication,satisfied,SMS,,Exchange Online,Exchange Online,"Orlando, Florida, US",AS701,success,c1a09be3-27a6-49f0-ad90-34574ad429b1,962ece35-d3a6-40bf-bb0e-79d40283c267,6cce47da-d3f0-4f0d-af9b-8a9def648ec8,f788146c-5fe7-4509-bceb-1d53b34415b2
3/17/2026 23:26,d6e25e2f-983f-47a2-a1a8-8a9f57b4b42f,zoe.butler,zoe.butler@spacecoastcybertech.com,24.165.109.214,Success,,,Browser,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,OAuth2,multifactorAuthentication,satisfied,Microsoft Authenticator App,,Office 365,Office 365,"Cocoa, Florida, US",AS7922,success,791f7898-f4d7-4e64-966b-26146ef6a98e,2b0613cc-db06-4b38-8b68-937cfbf351a1,e27da568-3a7a-4625-8660-beb6e9f71b56,b252c10d-3828-4868-b319-14338c0558cf
3/17/2026 23:27,219da105-b50d-4311-9cdb-8ca53c31c1e4,hannah.ross,hannah.ross@spacecoastcybertech.com,24.165.4.202,Success,,,Browser,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,OAuth2,multifactorAuthentication,satisfied,Microsoft Authenticator App,,Azure Portal,Azure Portal,"Titusville, Florida, US",AS11427,success,f55bb514-4eea-49e3-be70-01574441c30f,8affcca8-aad9-4ca8-b4a3-df8aab4f5a41,b1ab08b0-8680-431d-b986-85a8c2e8b4cc,fe9809f3-cf22-44d0-b206-47d3b397bffd
3/17/2026 23:27,7dd2a2bd-d3ff-4a74-ae2b-8ec8f2398515,ella.powell,ella.powell@spacecoastcybertech.com,24.165.53.128,Success,,,Mobile Apps and Desktop clients,Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) Mobile/15E148,OAuth2,multifactorAuthentication,satisfied,SMS,,Office 365,Office 365,"Jacksonville, Florida, US",AS7018,success,a82b419d-bb70-4239-8a9a-de47a0d03ae9,0a88a417-7c05-4e6c-8730-7f75d54a90e6,e6eb16ad-28a5-4b73-b152-01f0eec2043c,55c94352-43f9-4d02-90ac-09d16909f8ed
3/17/2026 23:29,0a16431c-08a1-445b-b06b-c37dc5289a35,alexander.kelly,alexander.kelly@spacecoastcybertech.com,24.165.47.23,Success,,,Mobile Apps and Desktop clients,Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) Mobile/15E148,OAuth2,multifactorAuthentication,satisfied,SMS,,Azure Portal,Azure Portal,"Cocoa, Florida, US",AS7922,success,af9f3b51-c468-4756-a545-b1913f0c6a7a,4a7b0fcb-3f83-4278-967c-ee83d0e81ddf,dd94b421-a786-480b-8c36-0ebd36dca771,f1cdcb45-cfd5-4127-98c6-8ef95d24b9b9
3/17/2026 23:31,88fb1ca7-5217-40ec-9e11-91ffad286cd9,logan.hayes,logan.hayes@spacecoastcybertech.com,24.165.109.17,Success,,,Mobile Apps and Desktop clients,Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) Mobile/15E148,OAuth2,multifactorAuthentication,satisfied,SMS,,Microsoft Teams,Microsoft Teams,"Orlando, Florida, US",AS701,success,a17ba6a4-7cb6-4802-b5c9-782e15d87be0,782fd0f6-ee55-4e44-9aeb-9f8618fb24eb,17b83279-c74d-49cc-9de3-854a15b90918,4c1ac668-728f-414a-b2c1-d6623a6a1f6c
3/17/2026 23:35,cc93ab24-0dfb-44c2-9938-8dcf90391910,harper.murphy,harper.murphy@spacecoastcybertech.com,24.165.125.143,Success,,,Browser,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,OAuth2,multifactorAuthentication,satisfied,Microsoft Authenticator App,,Exchange Online,Exchange Online,"Jacksonville, Florida, US",AS7018,success,c41d91f7-ad8c-4e71-a79f-b40386338701,a13aae56-2d5c-44cd-b524-e5410a94dedb,034d70c1-07b8-48c3-81ad-3cd7aee10142,78e2f5ee-50a4-42b1-bbb0-81ef85feab6b
3/17/2026 23:37,219da105-b50d-4311-9cdb-8ca53c31c1e4,hannah.ross,hannah.ross@spacecoastcybertech.com,24.165.96.141,Success,,,Browser,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/123.0,OAuth2,multifactorAuthentication,satisfied,Microsoft Authenticator App,,Microsoft Teams,Microsoft Teams,"Titusville, Florida, US",AS11427,success,82ae392a-1e63-4687-a158-caa3723d2293,d461c598-9172-41a7-ad1e-060d31d71c47,535d94c0-ac4b-4505-a3df-82678cf701fe,b0265d05-f423-4e82-b907-e7ed6fe65583
3/17/2026 23:37,f8b1e775-155a-4759-adc2-5f05460c25b2,sebastian.long,sebastian.long@spacecoastcybertech.com,24.165.160.252,Success,,,Browser,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/123.0,OAuth2,multifactorAuthentication,satisfied,Microsoft Authenticator App,,SharePoint Online,SharePoint Online,"Cocoa, Florida, US",AS7922,success,c394c9fd-2089-453b-ba2d-21698425a033,3d154e41-b30a-40b1-9268-775548c087ab,07980726-62fc-4c1c-8bee-f7c7126fa809,70234f8b-b57b-4105-a574-c0c5f8ec24c5
3/17/2026 23:37,0b0e87a7-8b30-4962-8924-31934d6f74e4,henry.peterson,henry.peterson@spacecoastcybertech.com,24.165.73.125,Success,,,Browser,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/123.0,OAuth2,multifactorAuthentication,satisfied,Microsoft Authenticator App,,SharePoint Online,SharePoint Online,"Orlando, Florida, US",AS701,success,eb29a4be-6340-4ef9-8758-8c343a061ce0,60c56d9b-05e6-440a-93a3-b4560e1efb8d,da909e92-58df-4412-b043-1955c400a13a,8a97f0d7-f160-474c-a13f-c6fef8cd18b6
3/17/2026 23:37,7e2ea0e9-1a5c-4b08-891d-1035a84935d1,amelia.morgan,amelia.morgan@spacecoastcybertech.com,24.165.75.69,Success,,,Mobile Apps and Desktop clients,Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) Mobile/15E148,OAuth2,multifactorAuthentication,satisfied,SMS,,Exchange Online,Exchange Online,"Titusville, Florida, US",AS11427,success,50414390-0f1f-49f4-aa2c-18fbc5deaf3d,1de78b41-5d94-47da-93ca-06dff763b9ab,c5484d9e-7327-4dc6-bf84-192b64e3d34e,ab1fd713-812e-41e8-8591-1a365e94f961
3/17/2026 23:42,4855aeb7-48cc-49f0-b59e-eeccbd8f9b6e,nathan.cole,nathan.cole@spacecoastcybertech.com,24.165.89.171,Success,,,Mobile Apps and Desktop clients,Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) Mobile/15E148,OAuth2,multifactorAuthentication,satisfied,SMS,,Microsoft Teams,Microsoft Teams,"Melbourne, Florida, US",AS7922,success,f4e63f2f-7a18-4c80-848a-b5e006fefd4f,c8406cd9-251d-4baa-8d17-d1ab00b9efab,73dfc586-6d2c-4450-bd09-deb445c6a223,6c82fd55-4014-44ad-949e-eaee46a4177c
3/17/2026 23:43,5f62f5ef-6dc9-4500-a9e3-04f3af4a28b7,mason.bailey,mason.bailey@spacecoastcybertech.com,24.165.204.203,Success,,,Mobile Apps and Desktop clients,Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) Mobile/15E148,OAuth2,multifactorAuthentication,satisfied,SMS,,Microsoft Teams,Microsoft Teams,"Melbourne, Florida, US",AS7922,success,7519b2cc-3e06-48dd-97c9-d3f065ef1591,4e289203-7078-48f4-836b-41c0d0def182,f03c3c6e-4ebb-4fc8-b6f3-b8eb8d9eadb2,cdfc32b1-b1b5-4b90-9341-8c9a0b594083
3/17/2026 23:44,4855aeb7-48cc-49f0-b59e-eeccbd8f9b6e,nathan.cole,nathan.cole@spacecoastcybertech.com,24.165.160.22,Success,,,Browser,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/123.0,OAuth2,multifactorAuthentication,satisfied,Microsoft Authenticator App,,Microsoft Teams,Microsoft Teams,"Melbourne, Florida, US",AS7922,success,adadaae1-2196-4513-9b2c-c1952725b3db,1b3d2464-988d-42fa-803c-542494653553,ea6ee1ef-a8d8-4c6d-86cb-afe09efae6eb,36c886b7-99ce-4ab9-a26c-16c712ff5af8
3/17/2026 23:46,b1f9d34e-c316-4a78-ab70-f856e9f95b63,lucas.cooper,lucas.cooper@spacecoastcybertech.com,24.165.71.61,Success,,,Browser,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/123.0,OAuth2,multifactorAuthentication,satisfied,Microsoft Authenticator App,,SharePoint Online,SharePoint Online,"Melbourne, Florida, US",AS7922,success,ad834bbb-fe16-440a-a062-826ab35c2427,8ed91146-056f-4fad-aebd-e318d80d4ce1,274f13a8-5689-4e8f-b209-a103be512af0,7cc6da9e-1ab9-4eb3-ac7e-78b50f66da77
3/17/2026 23:46,f75a2f51-b917-4426-ae36-b0e875a37515,chloe.sanders,chloe.sanders@spacecoastcybertech.com,24.165.34.231,Success,,,Mobile Apps and Desktop clients,Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) Mobile/15E148,OAuth2,multifactorAuthentication,satisfied,SMS,,Exchange Online,Exchange Online,"Orlando, Florida, US",AS701,success,f0f4ffa8-8d1c-445f-b1a9-2907539317ea,3d9b2c6d-28ee-4196-8da0-dfc4762a7057,f8562095-c143-480b-a863-0f8ca9c04fc7,29863549-c571-42ac-b7fc-9f479146d809
3/17/2026 23:48,0b0e87a7-8b30-4962-8924-31934d6f74e4,henry.peterson,henry.peterson@spacecoastcybertech.com,24.165.84.205,Success,,,Browser,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/123.0,OAuth2,multifactorAuthentication,satisfied,Microsoft Authenticator App,,Office 365,Office 365,"Orlando, Florida, US",AS701,success,e4b6e4f8-2655-4fd6-9c89-b965544415b4,613d6632-67c8-4194-9c8b-5e4c4e55c4a7,b253ede3-18ca-4674-a39e-e285cb9e6509,933ce449-a25e-43f1-94ec-e50580bd6cfe
3/17/2026 23:51,88fb1ca7-5217-40ec-9e11-91ffad286cd9,logan.hayes,logan.hayes@spacecoastcybertech.com,24.165.17.114,Success,,,Browser,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,OAuth2,multifactorAuthentication,satisfied,Microsoft Authenticator App,,Exchange Online,Exchange Online,"Orlando, Florida, US",AS701,success,309cfdef-18ee-42c9-9e80-7317024e5cd7,1a991e6b-5919-4076-a881-7bd9b2fcb1fb,53d84a51-e1d0-48b6-be51-14688e927b86,b3bff666-812e-4505-beb8-723a5c8fc684
3/17/2026 23:51,7e2ea0e9-1a5c-4b08-891d-1035a84935d1,amelia.morgan,amelia.morgan@spacecoastcybertech.com,24.165.116.79,Success,,,Mobile Apps and Desktop clients,Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) Mobile/15E148,OAuth2,multifactorAuthentication,satisfied,SMS,,Microsoft Teams,Microsoft Teams,"Titusville, Florida, US",AS11427,success,0e3d3c29-a359-4ac6-9823-a0db079e17fa,db3b5fd5-8ed3-42c8-bf67-4ce45777a4e5,a52e0b28-5001-43e5-bdbc-c69c444e5afc,c145b7e0-5efd-4e01-b43a-15701684a7d6
3/17/2026 23:51,cc93ab24-0dfb-44c2-9938-8dcf90391910,harper.murphy,harper.murphy@spacecoastcybertech.com,24.165.242.23,Success,,,Browser,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,OAuth2,multifactorAuthentication,satisfied,Microsoft Authenticator App,,Azure Portal,Azure Portal,"Jacksonville, Florida, US",AS7018,success,44077d07-878c-470d-929e-18dcaf7b1678,0ad2b559-d071-46ca-ad8b-c1189ecc353c,1b4ac423-827e-45cc-92ed-056d355ab371,68d56866-33f4-4f1f-aaa4-cc0dfd9cfc10
3/17/2026 23:51,cc93ab24-0dfb-44c2-9938-8dcf90391910,harper.murphy,harper.murphy@spacecoastcybertech.com,24.165.77.129,Failure,50053,Invalid username or password,Browser,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,OAuth2,multifactorAuthentication,notApplied,,,Azure Portal,Azure Portal,"Jacksonville, Florida, US",AS7018,notApplied,25b5baf7-72b5-42d9-80f9-a3c3c4b0b00c,72ce1ae1-d2ca-4784-8a63-2d82286bc7aa,c46b092f-c518-4836-b39e-bf865324c237,66350f1f-e4f4-4d99-a0fe-dc7bd7043cb1
3/17/2026 23:52,45010dc8-0022-40b3-907a-3c034d2c157e,noah.bennett,noah.bennett@spacecoastcybertech.com,24.165.15.121,Success,,,Browser,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/123.0,OAuth2,multifactorAuthentication,satisfied,Microsoft Authenticator App,,Microsoft Teams,Microsoft Teams,"Jacksonville, Florida, US",AS7018,success,165170f2-860d-4331-8bdd-24a2048ad092,0080adef-768f-4143-95c5-f559f196b9ff,77da98b2-cf35-4997-9630-e5944b7b2e7d,ff910eeb-dac3-4009-981b-f51b8cffe119
3/17/2026 23:52,0a16431c-08a1-445b-b06b-c37dc5289a35,alexander.kelly,alexander.kelly@spacecoastcybertech.com,24.165.152.201,Success,,,Browser,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/123.0,OAuth2,multifactorAuthentication,satisfied,Microsoft Authenticator App,,Microsoft Teams,Microsoft Teams,"Cocoa, Florida, US",AS7922,success,1ebe5638-338f-4b92-9267-f28bd8abacff,8d029b50-f74f-4e3c-a88e-17df0c0d3a9b,7fb6ddc0-bca1-4101-8ea0-6844f26b43fb,2fe8661a-d6a9-41c6-87e0-161fb01f1cfe
3/17/2026 23:52,0a16431c-08a1-445b-b06b-c37dc5289a35,alexander.kelly,alexander.kelly@spacecoastcybertech.com,24.165.110.61,Failure,50053,Invalid username or password,Browser,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/123.0,OAuth2,multifactorAuthentication,notApplied,,,Microsoft Teams,Microsoft Teams,"Cocoa, Florida, US",AS7922,notApplied,1ce00ece-01d9-461b-82ae-066995cd83e1,408566cc-947d-4a78-b8de-da57f5e15cae,3fd24de8-823f-4d05-9313-41c8be0c9016,7de58b8c-ba81-4385-8a1c-a8b904988c7a
3/17/2026 23:55,d6e25e2f-983f-47a2-a1a8-8a9f57b4b42f,zoe.butler,zoe.butler@spacecoastcybertech.com,24.165.102.139,Success,,,Browser,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/123.0,OAuth2,multifactorAuthentication,satisfied,Microsoft Authenticator App,,Exchange Online,Exchange Online,"Cocoa, Florida, US",AS7922,success,c237866e-9e15-4f03-b498-2261ebfb1e6e,98a6ab56-8107-458b-bf3a-a545aa83d080,794dda42-8e2a-4ce3-a5c8-dba53164881c,b7d03bb8-de3f-4fc8-a788-b94b27516244
3/17/2026 23:55,cc93ab24-0dfb-44c2-9938-8dcf90391910,harper.murphy,harper.murphy@spacecoastcybertech.com,24.165.32.147,Success,,,Browser,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/123.0,OAuth2,multifactorAuthentication,satisfied,Microsoft Authenticator App,,SharePoint Online,SharePoint Online,"Jacksonville, Florida, US",AS7018,success,c0433558-a692-417f-80e5-a41359e265c0,481813eb-c896-4ab4-91b1-ac7f8e8c5991,e627dc3a-a453-4654-875b-8af92a3763ac,23938086-b9a0-46f5-b8c0-5aa7e484a825
3/17/2026 23:55,d6e25e2f-983f-47a2-a1a8-8a9f57b4b42f,zoe.butler,zoe.butler@spacecoastcybertech.com,24.165.83.254,Failure,50053,Invalid username or password,Browser,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/123.0,OAuth2,multifactorAuthentication,notApplied,,,Exchange Online,Exchange Online,"Cocoa, Florida, US",AS7922,notApplied,1b570968-6fd8-4960-96d9-615e6e2190e4,222a1406-b58d-4ad7-a54a-bbfe706a1687,47bea24d-11d5-4b09-82f5-4c8c34b7bde8,8447e41c-6f70-462d-b14b-68d3e5d6bfcb
3/17/2026 23:55,f1b9ffac-8bab-4db8-8fb2-a1e5cbd9b42e,grace.hughes,grace.hughes@spacecoastcybertech.com,24.165.16.53,Success,,,Browser,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/123.0,OAuth2,multifactorAuthentication,satisfied,Microsoft Authenticator App,,Exchange Online,Exchange Online,"Cocoa, Florida, US",AS7922,success,d1ca3b99-b08d-49ac-9374-4f30df53556e,b63efd83-cdc6-481f-934e-89056b081167,585ce0d6-f8d0-4602-abbd-52d94bd79a16,22526452-d093-4f2e-907f-aeb6eb1b9188
3/17/2026 23:56,f1b9ffac-8bab-4db8-8fb2-a1e5cbd9b42e,grace.hughes,grace.hughes@spacecoastcybertech.com,24.165.64.212,Failure,50053,Invalid username or password,Browser,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/123.0,OAuth2,multifactorAuthentication,notApplied,,,Exchange Online,Exchange Online,"Cocoa, Florida, US",AS7922,notApplied,2a813065-873b-40d8-8179-d7692ff5b961,cbefc9ac-78a3-47f1-aacb-3c7e52a39bbd,954eac35-aca2-4a27-8d0a-8b206822caf2,9374adca-8d82-4257-a50f-d673d74e6c5e
3/17/2026 23:57,0b491121-8024-48db-baab-880d1c86f801,mia.watson,mia.watson@spacecoastcybertech.com,24.165.144.248,Success,,,Browser,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/123.0,OAuth2,multifactorAuthentication,satisfied,Microsoft Authenticator App,,SharePoint Online,SharePoint Online,"Jacksonville, Florida, US",AS7018,success,43c18313-8ea5-49f5-b60c-d6cd3171c76f,7dee0383-dab0-4625-8201-d012293e9506,e5654041-a878-4ee4-9b36-48c23b056d4a,c9b3daaf-8626-4e61-87d1-e8c77e7ade53
3/17/2026 23:58,7dd2a2bd-d3ff-4a74-ae2b-8ec8f2398515,ella.powell,ella.powell@spacecoastcybertech.com,24.165.229.66,Success,,,Browser,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/123.0,OAuth2,multifactorAuthentication,satisfied,Microsoft Authenticator App,,Azure Portal,Azure Portal,"Jacksonville, Florida, US",AS7018,success,c5944bb1-7d94-4477-be6e-27402d3b311d,4b84a7ac-2b22-4ce7-bf06-a51eab1dbb21,36ab5547-6c03-473d-a894-28d8f16a0145,a70a5c98-936d-4888-b3e3-d18949d30c10
3/18/2026 0:00,0b0e87a7-8b30-4962-8924-31934d6f74e4,henry.peterson,henry.peterson@spacecoastcybertech.com,24.165.166.158,Success,,,Mobile Apps and Desktop clients,Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) Mobile/15E148,OAuth2,multifactorAuthentication,satisfied,SMS,,Exchange Online,Exchange Online,"Orlando, Florida, US",AS701,success,9d8ad43f-ecb9-42f6-9607-4756701e5543,5ed5673c-04e9-4524-8e3f-b2e61015ea4f,db54ab5e-e878-4837-bcbb-f3eea609c9ba,9502351d-cfdb-46c8-8780-8fa5fc4ebab4
3/18/2026 0:01,120de57e-6678-456d-b530-1bbf7b0ffe9a,jack.russell,jack.russell@spacecoastcybertech.com,24.165.215.192,Success,,,Browser,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,OAuth2,multifactorAuthentication,satisfied,Microsoft Authenticator App,,Exchange Online,Exchange Online,"Jacksonville, Florida, US",AS7018,success,e87c9672-7ca3-4801-b56e-22de75fc8127,cff3f9c2-d531-4ce5-a1a1-606fc81deea1,275b0350-445c-4904-8ed8-ed756f048b9e,847d30ac-30e1-45af-b30f-ef815d11c1d4
3/18/2026 0:03,f8b1e775-155a-4759-adc2-5f05460c25b2,sebastian.long,sebastian.long@spacecoastcybertech.com,24.165.177.107,Success,,,Browser,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,OAuth2,multifactorAuthentication,satisfied,Microsoft Authenticator App,,Office 365,Office 365,"Cocoa, Florida, US",AS7922,success,360460b0-8b04-4438-b2d2-c1ef855cca7b,c3bf1422-f8b6-43f5-8f94-69acca08935d,01750aa4-4afb-4f45-8a15-fa5f7695a553,7758c6f9-e071-4188-aa31-f227cb035385
3/18/2026 0:03,f8b1e775-155a-4759-adc2-5f05460c25b2,sebastian.long,sebastian.long@spacecoastcybertech.com,24.165.151.66,Failure,50053,Invalid username or password,Browser,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,OAuth2,multifactorAuthentication,notApplied,,,Office 365,Office 365,"Cocoa, Florida, US",AS7922,notApplied,85770655-9443-40ed-928d-31fc29489c56,ee3c262e-8ca9-4c85-b570-28e18b2b5d9a,4b82e6db-8700-41b0-947d-62a8c124a985,adc6b033-cf3f-4097-b9e7-e989e009aee4
3/18/2026 0:06,45010dc8-0022-40b3-907a-3c034d2c157e,noah.bennett,noah.bennett@spacecoastcybertech.com,24.165.134.223,Success,,,Browser,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/123.0,OAuth2,multifactorAuthentication,satisfied,Microsoft Authenticator App,,SharePoint Online,SharePoint Online,"Jacksonville, Florida, US",AS7018,success,7d9cf0d8-deb6-49f3-be12-1b089d3476fd,548124ae-9d1f-4b6e-9bd1-9a8bc7c2e3b8,82340131-a98b-44f7-888b-fd418d822726,9ddae566-e391-4f66-bd92-e0ed7d5e97cd
3/18/2026 0:06,4aa38541-407c-4355-8cf3-9240a7062946,wyatt.coleman,wyatt.coleman@spacecoastcybertech.com,24.165.40.190,Success,,,Browser,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/123.0,OAuth2,multifactorAuthentication,satisfied,Microsoft Authenticator App,,Office 365,Office 365,"Orlando, Florida, US",AS701,success,5e72b64b-382b-4be1-b5a2-8c20aa75ba8d,17816f83-6aed-4066-a986-3db94b7c1c39,1cbd3fc2-a50a-4fd3-a671-8a2d2bad7396,eb4170f0-bf23-40c1-b530-f0a74f5b602d
